category,product_id,price
shoes,Cygb9F5jjIQcWs4L,133.99
shoes,ajrOu8lwwpMakK0S,83.99
shoes,R6Ir437VAeItEQht,114.99
shoes,4jF0IcmlzRXjHQFC,89.99
shoes,TXQJPzAx8DOWXopi,115.04
shoes,VU2C337cQk01Axu2,100.14
shoes,OZcU2tY75Vw2ghm1,105.1
shoes,ugLli3sxH3E6oNzU,154.99
shoes,GoR7E9Fizzbkjrlv,152.79
shoes,v4T4yN90CdkWzw68,162.99
shoes,TuwSou94x3Lkk2IG,102.99
shoes,JRz7yqyd4hvzMmck,120.74
shoes,Lg1XhwrSMdJVqzJj,73.67
shoes,01ejOM2lniEGG07p,158.99
shoes,tnTMogQDTuLMTgE9,120.99
shoes,gxjiaSXVLljZ3XHw,93.82
shoes,pvslBeUKEB2TadQQ,138.9
shoes,mFqH75rOMKwQG90v,133.24
shoes,h3fg1D7EweyFPjlb,89.99
shoes,XddaBExms65u3ubd,111.34
shoes,3NjBZWyCCg5lW6z9,116.2
shoes,EesexNKYnerMIQVo,137.99
shoes,Ho3EOWbKJeM3N3Bc,107.52
shoes,N5MVhkWzuNhYEsUG,153.99
shoes,K7Zt8KAparJ8X1Z6,110.55
shoes,ebf7HhdFgevYbTRf,110.99
shoes,ZZpKmsa0d4R4thqO,143.99
shoes,4Rd1RdcbncIN5qQV,130.23
shoes,XqM65VTyEBFaTfkM,134.57
shoes,2rn8ezrOI45pIxHt,113.99
shoes,4QUEP0OXh9MHpunr,120.93
shoes,mOeUNWkRibG8sGmo,148.99
shoes,Ajzy9t0k8hHm9IcD,119.99
shoes,KfaXd6grBZeDFVLB,119.99
shoes,iY7EhoDY6WQaA3BF,135.41
shoes,3WEduOa8qtskUNqe,137.32
shoes,mYro9R3og24jNAxi,113.99
shoes,B4xFQWhgwhlKBhEI,106.54
shoes,mr4gysQIskm7NIyn,104.24
shoes,H5mXv7gbazmDNxWx,93.99
shoes,mvhzEh4s9oOaJXZb,127.48
shoes,plzF59K1ksmAq3gj,102.51
shoes,JVUmnzta5HtzPaj9,117.99
shoes,zH1DTYdR8Uq95XHF,113.61
shoes,w4Dssx18mMwt2A5e,120.6
shoes,XLiuuCAFyirSCons,131.99
shoes,CdrPzQAwNl2hTLzw,100.99
shoes,4ut6NPsRtJ3u8yPU,139.99
shoes,EiyzSB5aGcW9qFpY,147.97
shoes,ZIqU0tjS0rASoZQ5,125.92
shoes,YQ6fRreKECOKHkiw,106.64
shoes,7TH5Yzu9MnxBjjHj,109.99
shoes,Mx8f2jif4CKm9y8c,112.84
shoes,5m0GYHsOGWczHgUo,135.99
shoes,hAyptZxVYh7AMe5b,106.99
shoes,37tKb7nSjXkQWj2N,75.78
shoes,Wu0GqJlE4Tz5hgC3,140.08
shoes,9Fcb3odIGBcFSfLq,114.77
shoes,fKXwr3cocp9E0oxl,93.56
shoes,p0xlx1wstowrEdIQ,64.99
shoes,InTuDHbgwA7dyut8,143.92
shoes,UOs5aK2xzY0ih4q8,110.99
shoes,WGCzFzrtcwS2BizS,65.99
shoes,zaemZtolOLNKLKID,125.99
shoes,K68kFA6tAv3IoS5j,142.82
shoes,f2uq55JwXLaHfM4I,96.99
shoes,Kb8GivblnpziBF39,118.99
shoes,2d3YfJnqJly4doXh,126.72
shoes,Ner70O42phiN5cTz,110.48
shoes,pIz4b1gX4NOW53ns,114.97
shoes,BHiTfh7diJAupPix,114.76
shoes,nj1wxlfhnuZsT5fR,126.48
shoes,7IIN2WSPPzvEmYI1,123.99
shoes,huBa47XK6fUmvp4F,126.99
shoes,3fMfuar6O1GIntz2,121.45
shoes,aya6rn7CNIjtomA8,159.99
shoes,dUDgpPCuKuWqtKrR,96.99
shoes,rBJ0ea8eQk5XU5A1,152.5
shoes,SrSSwQzJOW9YInlN,138.14
shoes,Wss5nlk9X8FuCr4i,105.99
shoes,qPCvMY8KXDoOJyiV,152.99
shoes,vma9VLtAilNbJFkn,154.99
shoes,PicBvrq0C6YdeBYV,119.99
shoes,lwIR0qXpg3H86EHI,111.99
shoes,UJzK2GUXioCRa3Pe,104.37
shoes,joGhwOnekrV6Mpvr,150.99
shoes,JGPhJaSiY7FSbMaE,73.67
shoes,zaer32eVeYepT9pt,104.99
shoes,WkLvju8wtQvgK1Oi,118.99
shoes,w9SZ1etAux2KO3PG,119.99
shoes,dbX8GrlhW6FMGv07,92.99
shoes,fJluD0xg6vxI0j8t,135.61
shoes,2ujfIdfAat37LuHY,124.99
shoes,Y5JfANdYRo5wygQn,148.99
shoes,US9Snf8EGRTYXALw,90.07
shoes,p2B1FQusuHIQNeG4,99.99
shoes,6RRzeXsChQu43dYL,115.97
shoes,ZnnO6XNXmZpBL4ge,112.99
shoes,Ps4aWQMAIvUWrcq8,125.99
shoes,esOfIgVMOQSTu7aM,97.59
shoes,Y8z6ak3Kgm6TBFAr,93.99
shoes,l8Sh7K7rjc9RMrmZ,123.99
shoes,iGchjAFgLA93xq7w,98.57
shoes,pfYBRr3WtLS5cI7L,115.72
shoes,I66y2fYndI4QGXZH,125.99
shoes,KelBDLVaOgpHutCz,94.42
shoes,F1rMJFuzEbM4b90b,123.68
shoes,9UMIRgwCPjStCEk6,112.99
shoes,mUTx1DruMGxL5xeV,134.99
shoes,aFpD5I0C9JCGHrso,135.99
shoes,eju0lfNt1rdDra4H,95.32
shoes,bzHVDqOcr8GPoXnq,140.99
shoes,O98CUFZLD8hhOEF4,112.88
shoes,4LoADcL11QieJJwR,99.99
shoes,pLX3rypTGBzKgXiZ,138.62
shoes,AdOO8HBUoSKb3JAs,133.9
shoes,y6D7NqtlUt8McMXj,89.08
shoes,1PeYUjVTnw3DMapG,111.99
shoes,xAcF2CzsGI3KToFo,114.07
shoes,D5oG7qUqSf8QvagN,90.99
shoes,2Whe0pFmRAfhvZxI,97.93
shoes,x5AiVYrlUkWEe0Uu,107.38
shoes,xfP8pLgb5M2A7Kio,150.44
shoes,ymzzYrOpN488gN7P,143.99
shoes,tk5wCj0OZdBd0Qn0,128.99
shoes,vcxK0lTJUfNuordu,168.44
shoes,1ycf5YnwO20QDH5v,85.99
shoes,xDPz8dMVQgvkkiP5,119.99
shoes,676AG7IG56vRxnt7,143.47
shoes,ARnOED6C95S5RRP8,107.99
shoes,bYkIzPbdkTeYJ5Yq,141.16
shoes,12BCORB8sJh7ovet,88
shoes,D08L5KbmkAJIIhtU,105.99
shoes,qVFYMWnTaNhly0Q0,126.99
shoes,I2ZOtd8OGSsLtDLa,67.44
shoes,wTZXqKwBkogEAJHQ,129.44
shoes,7Qd7dEQxmpUFqXUf,152.29
shoes,uyeuxz8GRfqhkeM0,94.99
shoes,FY1Q8Qp9zbtRiEP9,128.9
shoes,9pDt7PG38ULHvg26,130.99
shoes,nT2pPnkf3MApHaKE,130.99
shoes,FucGhfGVIR4GeHJ1,175.51
shoes,719Qk8rZKQyTuFQz,112.65
shoes,2TNPbNJ2D2LQRLUX,99.55
shoes,kFFKjGY0iIhzWSum,92.99
shoes,ZILc89V09Re6TBfL,112.99
shoes,gSTahqQyoRRju9FG,95.97
shoes,eFhiby58bPcL9Ufp,127.8
shoes,A7wACIcdcgiGs2IL,75.88
shoes,14GmVT740G7JwMro,148.34
shoes,8yURSu10dJeWpAzd,139.99
shoes,jZjTwii2ke2NNVp2,111.34
shoes,qYQCB4vJJeRugtf6,106.99
shoes,oA6vwWtJrJ6i5lEU,111.99
shoes,joPgNAh3C3NJ9IAX,99.99
shoes,p0zTav00Nzn9nrcV,148.99
shoes,SLPJVLDo3VjJdjzC,117.99
shoes,JrZvo9RPe8PpajSY,136.17
shoes,htmjrvPfqY4gp6Hi,104.99
shoes,K3gd9AtuQ3sCxPv6,100.99
shoes,Cmy1u5ZJghDIwSxn,110.99
shoes,XgliMqeSQ2s90UR5,111.99
shoes,5RghqEialsjLeFYr,155.99
shoes,6bd2lIA7XcTqI6Ct,129.99
shoes,ZgQGSn4AyjVImaQf,109.47
shoes,oYhR0WD7qetRCRMQ,124.99
shoes,Ef1yasQaan0GICVd,132.99
shoes,bjTbFNvL2M6TzFzc,132.99
shoes,25FqupYUtoMFaEMU,110.99
shoes,jTsCbZfptGK6QNpN,109.11
shoes,vuOMBAaDubtxIV5t,148.45
shoes,UvPQ3F9zQByebHu3,115.99
shoes,9OpmjutPjsANDmdT,105.09
shoes,LqnIUtgQTIXjFDTd,110.99
shoes,Bv3prlx8km9oeJrp,132.46
shoes,jiSlu2yXmf0STKrp,132.99
shoes,pCiSfE8AMLSNM4ie,141.99
shoes,RS8awZUx6bPaQhEQ,126.99
shoes,PClyFpcFwFq5ZDbp,141.99
shoes,Kn822XD73gDIeUXw,136.9
shoes,cBycCGq1ALSn129N,125.99
shoes,uXClWK2bruOsmV1u,109.99
shoes,tjVnycMiJKnIxvRD,91.63
shoes,mmBxpHIMtxMIfLaG,147.71
shoes,JbYAOfk7ERdWg5PP,144.09
shoes,IUNrkHqwgZds0MwB,119.99
shoes,5XaAQ6vXzzHVavdG,150.99
shoes,GKrqgWv8ROcMaqFD,98.99
shoes,hqiH6DfNNqsuCkSh,116.99
shoes,8BsAV8Lm59fv79JB,156.99
shoes,sdpeA5KaiUiqNy3p,112.68
shoes,33beT57LqIgnJUS0,117.77
shoes,X6596EyRWEQ8qkBg,132.04
shoes,DDgGjkhtotkS0snH,119.44
shoes,2gbEEvJ5EpIzqCdA,126.94
shoes,R5TC0MfcjyQgFhQM,106.16
shoes,8Z5jrOS9djuDW941,134.49
shoes,kT5vUoplqvAOvY44,108.76
shoes,6Nn1ShcickZfyD7i,100.99
shoes,M28fF1jZ0dzRRsUM,117.1
shoes,SVpqZfjiGpd4Vuhn,139.99
shoes,WHgbZhwAUpjFhYBX,137.99
shoes,hu9InE77uxYOPOn4,135.99
shoes,EeTCP75ymZTZgXA3,144.03
shoes,FvUlwFjdSDumtFzz,149.99
shoes,QbCDn2rhYoCfNPbu,132.2
shoes,0Bdl5xBR2p4Ys3Cw,127.99
shoes,EfByMI8Mvh8hERfy,136.39
shoes,UbtE6GdKQBIvzqbH,121.99
shoes,pSUOkOtwrw34nQ9e,118.62
shoes,QeQnezgsAQf4sBoi,112.83
shoes,j3FXbAvHd1pDHEI2,125.99
shoes,Mm1RWPVRUzpRjKvE,132.99
shoes,yCKnSC0pg9K9m4k5,111.99
shoes,8z837iR5KMdIjkoy,120.99
shoes,l6KT4C67qj5MyRc0,131.1
shoes,v8vcEn7MiFNCs2uy,123.99
shoes,SL8sf09WPnJzzI7D,128.21
shoes,oWv1UdJvFmm8IZXG,118.91
shoes,Zbtpvh1htDvzTudh,163.02
shoes,XdAsObbVUbF5mL9Q,92.99
shoes,wBostvGUgjJQJsDP,77.14
shoes,m8bCaxjPWTByTvg0,113.99
shoes,B4doaiEgIabOndka,88.99
shoes,Bw4HY6BQiZmjEkt7,143.6
shoes,q0rUsQDebowOSanX,117.08
shoes,x7xVZby7EPPJBqz8,79.99
shoes,JnSmbgMWRDNEF66E,150.83
shoes,kjyhPBbvCnjfkHQU,118.99
shoes,xBrFagBzn20Zo3zo,104.89
shoes,CMPs1rDTBtHp4xHI,140.69
shoes,ZjRLgZ0xQf5nC0GN,151.99
shoes,fZoNZz6z98GjpUQv,156.99
shoes,WsQAtQbhFAa7Np0j,102.14
shoes,HsQfib548pCAtESe,101.99
shoes,XIn0Mdc85P0FiQIk,95.56
shoes,4GDxAVavDJbAZH1x,97.41
shoes,qStKNRGypl5UBFjS,114.84
shoes,3rxN48afAj398J1l,103.24
shoes,QQLRyjqnhZdf4xTs,131.99
shoes,aJHJkwhzsqUROsYB,110.21
shoes,kwrlugQKBi6bFcpJ,121.99
shoes,lOAKdUVhQHcOv8R2,169.99
shoes,8z7CdgMl8NpwytZA,128.09
shoes,9yJDiL7NBwog6OfX,94.9
shoes,zx80DeIySmgc2WMB,143.26
shoes,57XAlBm7ISzPKLMo,90.06
shoes,OTcrnwAMQN27KNX8,129.99
shoes,aPY7zjWPd3xhVg2h,107.3
shoes,hyPS8GI7AigYoHux,120.99
shoes,Q3VepYm7azTGzBi9,96.99
shoes,p3uEHZsDw2FeerQQ,97.08
shoes,dIthGZyXEUShiFAd,129.49
shoes,eXMGXXEvXywwdKPO,138
shoes,fkJgnBWzgMLnSdmw,123.67
shoes,YozDoe8WIuX7kCNf,143.99
shoes,b6PVUDsoPv0U0MiZ,117.15
shoes,6D5vhVADtZRIoJwa,106.48
shoes,q76wwCBLUhZq2Zjn,114.99
shoes,bZQbdmwJBr5pclhb,122.95
shoes,BL1f2IEhY1Mordhl,118.99
shoes,C9QithXAFKZ50gD6,144.25
shoes,63uWtDQDD7iOitMX,107.99
shoes,YSsnwfF3VuFjhyVv,133.99
shoes,oRnCtn5ATwY4Gzud,66.11
shoes,cys9QaNwqdt53Isb,95.99
shoes,qiBmqSzEWmTvBSkV,107.16
shoes,OjfrxC5fpSqCA9yv,91.1
shoes,TBB59Nhgs2enNngu,156.83
shoes,D5LQBxEzi3nHlkXb,119.56
shoes,ZVz1EOQvhgMGraoU,138.99
shoes,EpYdIlmXtn7UXXv4,110.99
shoes,KDdnAFYadEechuHu,102.18
shoes,c9YakHcgSfS08LEE,144.44
shoes,rp5sxEUuNo6zccOw,174.54
shoes,RStea04FwGkRpkvD,116.18
shoes,xMZ2908Xx4GDxGtA,131.14
shoes,1zMygzkTxi634PH8,146.99
shoes,ibsJxfk8YKqj6UcF,106.99
shoes,fDcTOlfawNfYQrbN,140.99
shoes,YVKRJ5arS4UsBBXe,119.19
shoes,7HiHnVJIYLqqZntt,96.99
shoes,Ac5VdD4IfqWcRQ1A,147.32
shoes,zMON8TWPLTkLJeCr,117.99
shoes,b3UvgT1BvZDwkJcJ,163
shoes,0dIOPgVpafniyeyp,97.99
shoes,EqzDgUz2ofY3hWpy,110.99
shoes,UMTeNnOGcoSsrHD2,130.35
shoes,NaOpKEj9wInfDieR,119.99
shoes,HrpOEj8re2PPjqKQ,107.32
shoes,ANSdktSS6NH0TdX5,123.99
shoes,YJeujdN7WljznqaK,139.99
shoes,PapUamPqrQvaWtbi,130.99
shoes,fBVWOwm2Q0G97PMo,139.99
shoes,CwRL2kkrTheuaxxw,89.85
shoes,gFAM7anx5e0EbSng,127.14
shoes,5lTkGdjSHlvTEajV,106.99
shoes,XMU6reWVixpHQY4T,107.99
shoes,W33zCN4zyvZoct2a,87.99
shoes,PjQw8ImqHCf698r4,135.12
shoes,iTgdCH8NSWCfEnBy,126.55
shoes,kFdSuDzbWOruttVr,116.99
shoes,evABCfJ6g7REvgsx,115.99
shoes,xPRAax65XLnXv0R9,101.92
shoes,WHH7anMOJP0VMhdr,112.83
shoes,4gP6UqG8wPaPdelU,114.07
shoes,0m7s4l7oborX7Y8p,101.99
shoes,R1W5WZaXBhBd2xnU,101.99
shoes,UDVtiA7LA0HVMK1O,104.99
shoes,ycZHK3iKDyok7mhv,133.18
shoes,8Fr0tS8EdDxgs1b7,119.72
shoes,LeudwiFKb3AMfXo3,99.46
shoes,ZS7yVd5IcYx0L1Ph,154.17
shoes,HrI7Kb9BSWD0pw3J,125.99
shoes,6DMZRZ1FtBZSO8JN,89.92
shoes,T8FBiFFL7GxuUZ9q,112.99
shoes,Lg4mOld25E9xwVJw,139.07
shoes,usLalI9dOZoZ83qp,120.99
shoes,PiKjJiafVNVUCq7Z,113.33
shoes,iq7gONHnmYIXw1z6,110.08
shoes,Xwtmman0AnqTFeBs,106.24
shoes,8LQFLzgcPUwPMyjR,112.99
shoes,cqHHLJTdksEbQCrJ,148.99
shoes,DkM5LrPWYgAJKRhm,125.83
shoes,PxmZByyURXa4wmu6,140.99
shoes,DnwX1tQekPnSEXUS,157.99
shoes,wNGYMSpgGfvM1m4z,107.59
shoes,YiEvoT6648MCRjjb,109.99
shoes,eOXZaDHbRxCYqgzY,96.99
shoes,mgyVzZvfGIyQXjTO,133.99
shoes,OqOv91zsbpbYCMcl,135.56
shoes,FHP7cDGKGeTNQGuc,138.99
shoes,e1KJ9g6b2Pf1BKMw,119.14
shoes,lmFxlM1I29i0BeUZ,110.99
shoes,7qrW9wkDKo83iQiv,106.99
shoes,1gNZlD8kKH6ryZhh,92.99
shoes,vBXqbwAYsU4UpKeW,124.89
shoes,UpVWvj6xGPsJqvPG,134.99
shoes,9BG9DxePNYbQ1hlq,113.31
shoes,GRrbQslefJ3O7jPo,115.99
shoes,eSP6EAnXH2ZShEcO,105.32
shoes,lq2tBb0WWSKq5vI9,142.99
shoes,Ub62wjqbfN4wx2c7,85.99
shoes,0sz6saU0gcD3liqz,77.44
shoes,CECK3yW7rNhSob1j,129.2
shoes,RJ8ZWMPSD4mgogrt,143.99
shoes,DElvZNpQDavXRChA,106.99
shoes,rh8C9oWXjT6HYzgA,126.83
shoes,Jq57wZrRMz50MBak,131.94
shoes,KpEPVNweTN6XtRCx,128.88
shoes,D6RkNAUYcI95Hlz5,102.85
shoes,IYW4nlxjxAATj83B,123.77
shoes,YHPDrB923bGK8W2J,103.99
shoes,PbRfROyqp8XLsZDS,123.27
shoes,a1pyDOJ3A82KGVja,100.34
shoes,NFyCXnRCsJcgEIU0,67.29
shoes,VlUGQDPWwj5R5zoo,119.99
shoes,Y5inPOOcwr8nuDLT,94.76
shoes,4PlhMkZwzpQwCcTs,138.43
shoes,wZSLzN6FmzpqvRxu,111.67
shoes,35Qbh8mVCa7WtfT7,100.99
shoes,tQcJOBP0PJzyJKpU,95.99
shoes,ypZxf7BwUKFebZrW,121.82
shoes,K47p4TNkb5YZXcEN,100.99
shoes,STC4G9F2Cl1EtrVp,124.53
shoes,pJ0MUAHLfEQHMkWs,129.62
shoes,B0lxaC74UWjk2vYZ,110.99
shoes,vP2Scu0DyFFrBp5e,95.99
shoes,w5aIG2h4udmr8r0k,87.88
shoes,BTtMW66pLn4kRY9O,81.99
shoes,B1VwXKq0G6bVS6QC,102.99
shoes,VEZ3WEV0kIvNOQPn,121.99
shoes,YoPuHMLLBgXC9Piy,134.99
shoes,vM8fCt4pdRVFPXdg,131.25
shoes,2wa8Pi0HZnfBRs38,111.67
shoes,5REY0lgkMOY89Htf,122.38
shoes,5H0gdeOUlgapofk6,117.99
shoes,eo9meLffyAqXJi6Y,116.63
shoes,uv2N4xMPAk8HbjxR,100.02
shoes,RU2VEkhsZfBisUHw,123.99
shoes,XVqOJZfuHK1QohcX,116.99
shoes,pUuFQgtVIYigBuTv,140.93
shoes,nl3TpTURWd3x272N,131.53
shoes,Hck0v4yLhwuM4C1F,128.18
shoes,ksSyZPT11ogUEaFX,113.57
shoes,IOqTBsvVnXXx2aNy,106.27
shoes,EdcjYqDEfexiJpNH,141.99
shoes,n9KkAS1fpdt1cYHo,110.99
shoes,1u8pkz2FiAKtkZJF,142.99
shoes,YfBkuEr9Ipm293lu,145.55
shoes,DNAEdjKRUzUSV6SS,81.22
shoes,RDFJvCbOSrmJwbiC,99.99
shoes,nEzqoOWT2Pe5S6SK,98.99
shoes,vD5UL6okMJFGG0ek,128.99
shoes,QZK9QPClm6dzK06x,92.99
shoes,TgjVGPd4F90uaMyy,129.56
shoes,O3elmt2LfBsGXwc7,102.99
shoes,y1JJexRumIt2cPNH,147.99
shoes,CPg4QYVa325Tf2tr,102.41
shoes,sTcxILAmu1bFnLHx,108.99
shoes,sQ76e5R6YqduIvoU,112.99
shoes,n3sGJrXsTNu4JE64,132.63
shoes,iuqj6MiauXNoNxJ5,123.99
shoes,fP8r11ySHAV4Gz81,119.56
shoes,WD83Ji9k4lYqamA7,136.07
shoes,RuYNHSScqxOPmslF,96.99
shoes,lw5weLuRRbneOZAd,117.99
shoes,7Zo1HNs05T46fJFl,151.91
shoes,38M2xl6E4SjqfPiH,121.74
shoes,PwtbLgM8YpLRyaG4,125.57
shoes,qrf5sbPyOfxWmeLY,106.22
shoes,itmBTgCX18HMUSKY,146.53
shoes,t8SZ2X2voZJ7ZFAB,139.99
shoes,HH0HQthco2bdjLHC,113.99
shoes,GeZqw8tKyAELczAN,127.14
shoes,HxUZgtIDCUja7X6E,131.41
shoes,JexbhAsfxUKKFyzL,120.99
shoes,lshmfetDbRRAYfdS,117.99
shoes,f1yIzJJLhgXIAszr,89.99
shoes,Z018C2Mu5ZWrfiMk,158.35
shoes,8rkBmnoqkuIGkqsB,116.87
shoes,G1YSIoEoT9GPjI5y,109.99
shoes,B5T4f9hMXDdNcBFw,107.99
shoes,wcGxBh9El4KsZBkt,118.96
shoes,PdIEX4JfWqzvd9Qa,117.32
shoes,FzPd0Ozly564LH8F,118.33
shoes,TbiMKMXWT4Amtv1J,118.99
shoes,2MHiPOw58xKRjE78,97.73
shoes,nkxczisgCHP5BHrv,101.24
shoes,pibaTdKuTmLhJv1n,107.99
shoes,PVYdEkjS95oJLivE,101.55
shoes,Pb2omxZtqy7tmrAT,126.99
shoes,JT5w6QgsmDGNftZD,150.47
shoes,M6jAuJsgYWuDRpgm,138.99
shoes,VIrOknzkZUdvOOti,146.44
shoes,8JbxbNXRNZXlNQlz,101.21
shoes,dFxvUhPCtiHe5gou,125.99
shoes,rdXFnkoPnLBgjSye,95.45
shoes,bDNmhYK6qQE95BFb,124.81
shoes,Rr7sK4wsoF2a02Bt,110.93
shoes,ZgkWB3IdZF7Soc5Q,111.99
shoes,UKjzEFUKgz8tt3Oi,126.39
shoes,VB7hbyjphMfpYQWf,118.27
shoes,D20qDHweM6k2TYny,127.62
shoes,ffUvEH0GjK5OvvZ6,142.99
shoes,KuqsbrDxy7eFXznR,114.03
shoes,mmCWS4GuOmSzDYBO,120.48
shoes,TUTspMSDDrR4LGOV,119.99
shoes,tCEgpcmB3BTYjGmf,129.99
shoes,o06qsGhzn5SePIor,133.1
shoes,nkgtXZGNUbmPc3lA,125.99
shoes,WPy0h3fRoBO7sS2t,116.79
shoes,IWYVcX8OFtEG2hoT,158.99
shoes,CBmm5yXuOEeqYlRF,86.99
shoes,JMfth8vT9Rz38inC,101.99
shoes,f6SKwHB1KLNUvpCq,107.99
